#data counter
4.223034 1
4.686913 2
4.164081 3
3.934170 4
4.011299 5
4.211972 6
4.109781 7
4.055283 8
4.045338 9
4.100327 10
3.744340 11
4.241073 12
4.496872 13
4.008950 14
4.280063 15
3.981588 16
3.931588 17
4.121727 18
4.222328 19
4.244968 20
4.614938 21
4.615075 22
4.104966 23
4.173423 24
4.212772 25
4.093248 26
4.159159 27
4.353474 28
4.136705 29
4.312571 30
