#data counter
21.295623 1
33.323567 2
21.637393 3
32.609340 4
17.007389 5
28.359712 6
22.689745 7
25.583200 8
19.218602 9
24.497071 10
21.394788 11
33.650258 12
25.393570 13
14.122476 14
33.965594 15
21.094396 16
27.081585 17
16.638201 18
26.004868 19
26.211487 20
32.646816 21
39.986648 22
25.869394 23
33.089063 24
33.668400 25
18.526448 26
15.852941 27
23.905108 28
26.341907 29
23.155800 30
