#data counter
21113.180800 1
23772.687339 2
21073.916288 3
21079.475698 4
20688.967406 5
20652.558687 6
21314.752920 7
21656.399796 8
20295.313280 9
21285.072719 10
19814.250536 11
21587.218654 12
21521.509819 13
20031.232531 14
21320.900826 15
20430.507382 16
19965.985441 17
20713.519424 18
21254.737933 19
21236.739665 20
23354.504083 21
21703.570976 22
21169.633578 23
21143.579639 24
21066.594160 25
20133.489540 26
19449.835327 27
21623.890669 28
20555.466357 29
21642.817877 30
