#data counter
116.109344 1
176.436602 2
59.710422 3
69.357484 4
80.316191 5
104.527629 6
90.345743 7
148.684387 8
49.210980 9
51.264935 10
94.008020 11
146.519170 12
127.677442 13
108.357478 14
105.827237 15
112.190520 16
102.443462 17
133.668328 18
88.591208 19
104.376463 20
86.553629 21
60.852446 22
130.316933 23
63.951598 24
59.099390 25
147.753509 26
58.117437 27
164.391854 28
59.468777 29
78.881957 30
