#data counter
17.044360 1
33.063540 2
10.411669 3
9.706026 4
13.139071 5
13.769540 6
15.345367 7
26.260275 8
8.205624 9
9.047682 10
12.431907 11
21.029259 12
18.756004 13
18.748562 14
20.210616 15
16.100876 16
11.928407 17
19.424931 18
12.685439 19
14.312055 20
15.541414 21
10.250670 22
16.127437 23
11.449094 24
8.869966 25
23.156802 26
9.119195 27
23.137770 28
10.575319 29
12.701055 30
