#data counter
2.765465 1
4.736241 2
1.935724 3
1.549041 4
2.416493 5
2.139514 6
2.448321 7
2.971902 8
2.704148 9
1.642547 10
2.028380 11
1.613007 12
4.304881 13
2.088908 14
3.341152 15
5.497157 16
3.443789 17
4.179095 18
4.292077 19
1.986177 20
2.190103 21
2.264487 22
3.796339 23
2.448536 24
2.051817 25
4.287571 26
2.184065 27
3.161312 28
1.906737 29
2.778401 30
