#data counter step time
0 1 0 0.0
1 2 1 0.0
2 3 22 0.878623918477
3 4 23 13.0948115592
4 5 24 25.2197503063
5 6 25 31.6777715692
6 7 26 38.9840577187
7 8 27 65.2803744778
8 9 28 66.2543901544
9 10 29 66.4453484691
10 11 30 68.4484067752
9 12 41 194.060434108
8 13 50 198.823413675
7 14 53 198.823413675
6 15 77 406.341777503
5 16 93 595.818555903
4 17 102 598.698936447
3 18 109 598.698936447
2 19 110 598.698936447
1 20 128 794.239346436
0 21 135 796.473398525
