#data counter
0.186853 1
0.177900 2
0.127206 3
0.204597 4
0.241188 5
0.174786 6
0.171783 7
0.136747 8
0.199309 9
0.170422 10
0.177994 11
0.138947 12
0.175206 13
0.164452 14
0.198425 15
0.168216 16
0.175089 17
0.164503 18
0.128105 19
0.126448 20
0.182998 21
0.183564 22
0.180982 23
0.228240 24
0.179640 25
0.166684 26
0.132907 27
0.232311 28
0.119781 29
0.269799 30
