#data counter
9.528834 1
4.899661 2
5.798319 3
3.802739 4
8.083468 5
4.141249 6
6.117710 7
4.504486 8
6.472256 9
6.384706 10
7.560082 11
3.808999 12
5.894677 13
7.150222 14
10.690721 15
6.295802 16
4.720380 17
11.560200 18
7.914327 19
4.351351 20
4.281372 21
5.014775 22
6.856532 23
6.444233 24
6.335411 25
5.291562 26
4.703286 27
5.286941 28
8.672973 29
4.562534 30
