#data counter
25.000000 1
25.037850 2
25.164654 3
25.175281 4
25.209054 5
25.378746 6
25.051448 7
25.044951 8
25.000000 9
25.128509 10
25.000000 11
25.039779 12
25.026407 13
25.492607 14
25.000000 15
25.099589 16
25.022132 17
25.321635 18
25.000000 19
25.052867 20
25.111544 21
25.008234 22
25.002363 23
25.000000 24
25.041806 25
25.198259 26
25.097150 27
25.000000 28
25.133900 29
25.079093 30
