#data counter
603.111782 1
144.899412 2
317.183565 3
111.131197 4
481.735187 5
147.227979 6
244.519434 7
221.955309 8
298.949319 9
208.714618 10
436.226755 11
174.139934 12
180.436029 13
290.066872 14
416.848335 15
172.797219 16
187.663554 17
447.397437 18
401.664289 19
150.024588 20
142.417920 21
226.733759 22
335.518680 23
285.798015 24
226.250223 25
192.000905 26
212.044266 27
142.267419 28
363.770463 29
142.486560 30
