#data counter
1748.638831 1
1236.942973 2
1338.426182 3
1232.714078 4
2098.227619 5
1318.570169 6
1203.990233 7
1535.180741 8
1527.326520 9
1044.992531 10
1633.615525 11
1009.979309 12
1271.984395 13
1084.597372 14
1169.758686 15
1263.671230 16
1342.455321 17
1751.301966 18
1416.682621 19
1139.159189 20
1283.023123 21
1488.736136 22
1228.015766 23
1342.591047 24
1223.177880 25
1422.855929 26
1468.165551 27
1091.164950 28
1542.297195 29
1190.621620 30
