#data counter step time
34.728759 1 221 351.530887268
32.007273 2 369 548.579747762
25.147163 3 412 579.264629509
38.854222 4 510 693.236368364
80.101801 5 606 876.114291645
130.112753 6 607 879.114291645
73.480763 7 617 889.647789951
41.669252 8 620 892.848365948
96.635498 9 621 893.114291645
55.001509 10 627 895.848365948
54.198786 11 636 903.647789951
71.406925 12 637 903.647789951
65.676222 13 639 904.114291645
88.592774 14 640 907.114291645
156.368117 15 642 915.848365948
132.477448 16 648 923.647789951
92.230640 17 649 924.114291645
157.451231 18 656 926.647789951
104.936605 19 659 929.114291645
206.906046 20 665 938.114291645
75.622919 21 677 943.647789951
121.158837 22 699 961.114291645
27.620286 23 732 986.114291645
56.756405 24 762 1007.84836595
74.588270 25 774 1017.64778995
25.636868 26 791 1032.11429164
58.028428 27 800 1043.11429164
42.311465 28 803 1045.64778995
45.980266 29 826 1067.47350687
28.909055 30 906 1195.57176434
29.127742 31 945 1229.55679234
32.885830 32 953 1234.5084489
38.678375 33 974 1269.87527638
25.570617 34 1007 1309.911608
43.797565 35 1044 1356.25550348
35.590777 36 1049 1364.25550348
34.150336 37 1078 1408.911608
73.525387 38 1088 1420.25550348
49.042311 39 1125 1483.11429164
29.770441 40 1172 1526.55679234
55.918482 41 1184 1540.11429164
30.058986 42 1278 1698.82412877
25.582199 43 1279 1701.82412877
35.179639 44 1290 1710.76514277
29.922944 45 1332 1756.01715764
42.797798 46 1381 1790.57176434
25.051448 47 1530 1945.1005113
26.870380 48 1542 1962.20370246
31.820981 49 1562 1997.55998237
45.451320 50 1588 2028.55998237
30.890785 51 1620 2050.55998237
72.854374 52 1621 2053.20370246
42.951115 53 1625 2056.20370246
29.985849 54 1699 2138.08624297
40.373860 55 1725 2166.08624297
42.945193 56 1775 2246.94887071
25.056779 57 1781 2262.76665755
28.793948 58 1811 2294.01334744
48.321848 59 1861 2372.4409605
58.281432 60 1921 2477.36653411
41.494386 61 1959 2544.15171899
28.465131 62 2020 2611.61921695
27.984474 63 2133 2722.56768384
40.532823 64 2160 2756.11146945
37.919667 65 2199 2817.67736478
58.758713 66 2214 2876.20286446
29.000000 67 2693 3488.05682253
25.054141 68 2734 3535.05682253
57.011419 69 2748 3552.05682253
40.714681 70 2769 3572.05682253
47.734747 71 2810 3633.61687991
50.051820 72 2825 3655.87812779
38.665639 73 2836 3669.87812779
38.580875 74 2843 3679.61687991
26.957985 75 2971 3875.39410155
49.786354 76 3102 4056.11192707
30.032547 77 3164 4158.78762057
40.093453 78 3323 4384.90883469
31.463386 79 3334 4397.13522067
28.271371 80 3376 4443.90883469
53.743589 81 3378 4446.90883469
50.615225 82 3385 4457.90883469
63.049381 83 3389 4459.13522067
75.523788 84 3393 4465.90883469
53.263887 85 3404 4476.90883469
63.373842 86 3427 4501.36316064
40.142236 87 3432 4507.36316064
47.822634 88 3491 4570.61239102
41.960417 89 3499 4579.90883469
50.039607 90 3532 4644.63858987
42.000000 91 3550 4669.63858987
64.560806 92 3587 4703.63858987
68.277931 93 3598 4713.28528554
27.202307 94 3627 4738.20686153
35.428719 95 3691 4809.56236854
26.633597 96 3696 4811.13364907
40.153113 97 3711 4831.13364907
42.879974 98 3718 4839.13364907
41.741278 99 3728 4855.53885326
27.375090 100 3829 4980.05460731
46.222919 101 3830 4980.86821736
25.735035 102 3870 5022.86821736
54.110503 103 3895 5056.86821736
43.132459 104 3932 5111.51255588
28.000000 105 3959 5152.03990706
40.161412 106 4079 5286.02754424
52.707345 107 4133 5344.95950198
31.996862 108 4157 5382.62560801
28.347985 109 4188 5437.16096212
35.710299 110 4299 5556.36487545
28.035738 111 4401 5714.12769665
31.643186 112 4564 5942.47696452
44.055142 113 4820 6303.63439286
27.400987 114 4870 6350.66495496
32.997469 115 4996 6514.20136743
