#data counter step time
23.216834 1 35 33.5350853796
30.294337 2 41 46.8413192615
17.257092 3 75 78.2560718745
58.908377 4 82 81.2560718745
32.343163 5 102 103.998979634
21.712888 6 148 153.26745763
48.632877 7 150 156.26745763
23.135531 8 155 157.356100348
22.585735 9 171 170.26745763
28.646541 10 211 201.706787644
27.638587 11 212 203.421919913
26.479381 12 241 244.180089093
35.168166 13 266 284.452907989
31.382152 14 273 295.349871803
21.497175 15 290 317.196932273
27.413561 16 329 362.220579272
28.834488 17 359 398.517531244
28.297873 18 361 409.615456567
44.412029 19 393 463.838312114
24.081549 20 418 486.017204023
29.969466 21 422 489.803206795
37.242107 22 460 550.899055817
18.690922 23 531 647.887326462
27.823258 24 532 650.283019981
34.673219 25 546 675.206644443
31.578510 26 561 683.785154448
22.163616 27 582 705.933955766
29.850075 28 583 706.246395142
25.799170 29 640 762.610689358
28.613309 30 653 782.724992456
32.044875 31 669 790.515310543
38.960848 32 768 912.957222729
29.146361 33 774 918.865961436
29.816317 34 783 925.682278703
31.229026 35 831 969.61814399
20.512404 36 893 1047.24779701
37.509585 37 898 1049.28659905
24.347924 38 909 1068.94310919
35.314102 39 912 1073.59518516
54.008420 40 939 1141.38066714
28.439961 41 940 1155.94040268
48.860684 42 951 1178.80108687
32.842368 43 961 1199.10914462
31.313722 44 964 1207.42286621
33.416186 45 978 1220.83905218
27.915413 46 994 1247.79022511
36.480325 47 997 1248.87481239
37.537400 48 1026 1317.87353028
31.477847 49 1033 1326.35137684
24.839275 50 1049 1344.68994493
35.917072 51 1079 1388.25689886
31.183584 52 1080 1393.44048285
39.223939 53 1093 1412.33982734
47.168927 54 1120 1449.33982734
34.741627 55 1153 1500.33982734
52.296073 56 1165 1523.33982734
47.524563 57 1172 1540.33982734
173.832891 58 1238 1786.85066972
161.873311 59 1239 1788.0320159
266.941597 60 1247 1792.85066972
102.177040 61 1253 1797.0320159
184.759424 62 1278 1812.85066972
20.322113 63 1296 1825.85066972
113.415606 64 1313 1837.85066972
86.161309 65 1345 1853.0320159
40.920123 66 1358 1859.0320159
81.777899 67 1372 1871.85066972
160.554052 68 1376 1875.0320159
237.614079 69 1378 1877.85066972
26.032930 70 1431 1907.0320159
39.055225 71 1448 1920.25689886
21.394549 72 1464 1929.0320159
83.284263 73 1480 1946.25689886
59.783359 74 1487 1952.25689886
49.952376 75 1496 1966.25689886
140.489523 76 1509 1979.85066972
22.516876 77 1525 1993.85066972
31.232312 78 1568 2069.03895513
32.643567 79 1580 2087.9354399
27.655459 80 1604 2125.83495989
9.421843 81 1619 2143.62399957
37.254890 82 1646 2181.01956338
45.276634 83 1664 2213.82073537
11.811990 84 1686 2231.25410216
34.311581 85 1719 2268.24778121
27.038015 86 1751 2298.94937124
29.878941 87 1804 2364.65513601
40.445811 88 1830 2396.92267749
20.421885 89 1831 2399.92267749
32.227905 90 1834 2411.50079244
32.322169 91 1895 2476.02686237
18.150876 92 1930 2534.20043401
32.769268 93 1941 2549.96970163
38.079857 94 1946 2562.04955844
3.484264 95 2015 2635.91930684
15.908393 96 2019 2648.77575559
43.118789 97 2022 2650.91930684
34.000000 98 2064 2739.43724615
34.710085 99 2091 2773.43724615
22.442629 100 2103 2792.30728256
32.924194 101 2116 2801.86465378
26.596179 102 2123 2809.76703751
27.403821 103 2129 2820.17085808
44.161939 104 2153 2844.86465378
50.896232 105 2178 2877.17085808
45.334160 106 2182 2880.76703751
33.009528 107 2211 2922.8248691
17.396260 108 2224 2940.78790145
27.396287 109 2226 2946.78790145
47.323671 110 2237 2976.60576932
30.919255 111 2240 2984.52502458
35.459059 112 2279 3036.91687377
30.202805 113 2284 3041.55367224
39.799500 114 2292 3052.35317244
26.388344 115 2306 3071.95692971
32.692178 116 2314 3082.89853802
26.000000 117 2319 3094.69578639
45.552931 118 2346 3171.69383837
55.033187 119 2393 3273.65323642
26.017532 120 2413 3296.67861635
20.260852 121 2433 3318.92838113
26.155580 122 2446 3332.66081195
28.106584 123 2455 3343.76739605
37.943957 124 2515 3395.94502031
20.937362 125 2553 3467.14798793
35.058334 126 2558 3469.21062641
37.308666 127 2575 3487.14798793
33.001155 128 2576 3491.57307329
45.415041 129 2580 3495.21062641
15.784735 130 2612 3536.8531662
21.215265 131 2619 3541.06843083
23.068792 132 2639 3576.89342811
45.519418 133 2641 3579.65471145
30.707360 134 2654 3596.65471145
43.000000 135 2655 3596.89342811
48.463413 136 2674 3628.56748968
20.349086 137 2811 3822.81831583
32.909502 138 2814 3828.46922961
36.161796 139 2828 3854.24960977
19.757225 140 2847 3880.46961242
29.242775 141 2851 3886.71238767
26.670283 142 2861 3900.89370313
14.000000 143 2885 3931.22778147
37.388169 144 2900 3958.28768261
5.000000 145 2908 3985.34150887
59.405824 146 2914 3997.34150887
51.951848 147 2941 4037.50479513
27.625019 148 2962 4054.03512286
32.173643 149 2978 4066.20876553
32.754181 150 2992 4074.03512286
21.881563 151 3027 4097.03512286
23.242691 152 3030 4103.20876553
20.000000 153 3054 4125.74870275
26.327156 154 3098 4169.94049707
26.287635 155 3110 4189.94049707
48.129645 156 3152 4248.87355839
40.400865 157 3199 4344.21814191
27.967899 158 3233 4411.64229341
34.114173 159 3247 4451.11008946
17.000000 160 3263 4478.72247252
40.796592 161 3275 4493.72247252
34.363237 162 3278 4499.24003024
47.280572 163 3314 4538.24003024
38.910020 164 3345 4572.67778871
44.547698 165 3371 4615.24003024
35.269527 166 3384 4637.67778871
35.911807 167 3400 4649.24003024
35.658447 168 3418 4671.67778871
36.587848 169 3432 4700.67778871
70.996480 170 3441 4706.24003024
31.289405 171 3447 4714.67778871
75.283524 172 3448 4723.24003024
89.169865 173 3449 4723.24003024
26.384055 174 3499 4790.48762292
24.649630 175 3549 4880.40212495
29.672526 176 3553 4888.42083286
27.976789 177 3574 4925.2889836
26.023211 178 3578 4934.31219496
24.960134 179 3610 4983.44225987
43.354051 180 3638 5026.44225987
62.172755 181 3646 5044.11287525
41.467812 182 3650 5052.44225987
39.517846 183 3691 5094.44225987
34.072554 184 3726 5121.11287525
21.636547 185 3730 5127.46464072
45.951447 186 3748 5144.46464072
57.469564 187 3749 5147.46464072
48.868424 188 3761 5167.44225987
55.338324 189 3779 5184.11287525
24.841378 190 3797 5201.11287525
27.881686 191 3798 5204.11287525
28.952714 192 3801 5216.31940941
29.152441 193 3813 5243.48079766
32.378920 194 3865 5319.87672632
35.124485 195 3903 5363.76540049
27.282722 196 3910 5380.98162684
35.713595 197 3955 5440.98069294
20.463103 198 3956 5444.74764015
25.920110 199 3994 5478.7138007
34.106485 200 3997 5484.79369022
17.018725 201 4011 5519.37690681
33.916856 202 4045 5563.97438081
35.352808 203 4047 5570.32718896
24.411407 204 4071 5642.10124095
45.109347 205 4083 5672.33938147
40.223278 206 4097 5692.56265987
14.551268 207 4121 5716.8020227
20.119082 208 4130 5727.69086175
45.903213 209 4136 5759.73117767
17.518767 210 4166 5823.54000455
27.608062 211 4173 5827.57235404
24.448883 212 4175 5829.0212373
37.779726 213 4203 5861.0212373
59.430898 214 4270 6005.82961757
32.541615 215 4292 6030.46346559
21.543464 216 4294 6034.92185022
14.734901 217 4302 6044.46346559
40.573687 218 4307 6056.46346559
32.405436 219 4322 6094.06268924
20.767345 220 4346 6176.74950712
24.072090 221 4348 6183.82159741
27.904112 222 4365 6199.74950712
13.716028 223 4401 6231.98216191
13.203475 224 4404 6234.98216191
51.558031 225 4407 6243.98216191
