#data counter
175.797667 1
140.941337 2
207.346547 3
205.497384 4
183.663143 5
243.928120 6
161.995381 7
208.728928 8
128.814791 9
206.019607 10
119.917701 11
180.962726 12
194.560717 13
134.305636 14
137.512922 15
135.000000 16
93.075445 17
164.727472 18
139.492249 19
125.887713 20
188.078017 21
164.063443 22
129.163616 23
201.998460 24
102.816282 25
153.754947 26
133.277595 27
110.677000 28
168.176185 29
102.143049 30
