#data counter
4.062927 1
4.438095 2
4.742143 3
3.961745 4
4.331151 5
4.171879 6
4.181714 7
3.948711 8
4.107880 9
3.955691 10
4.306035 11
4.299144 12
3.793902 13
4.215725 14
4.684205 15
3.862468 16
4.366049 17
4.374206 18
3.941173 19
4.434071 20
4.260497 21
4.712221 22
4.114338 23
4.277176 24
3.931651 25
4.011073 26
4.310916 27
4.088793 28
4.620851 29
4.455630 30
