#data counter
5963.023610 1
7341.929386 2
8996.006746 3
5573.489956 4
6127.918920 5
5138.961196 6
6892.752639 7
4490.408439 8
5179.457103 9
6442.746523 10
5939.305014 11
5689.936026 12
4857.574282 13
6124.933904 14
10374.918516 15
4792.681519 16
6475.624153 17
7046.494536 18
5195.150959 19
8690.155394 20
5440.356236 21
8390.322748 22
4101.974170 23
7419.226789 24
5659.630399 25
5005.827288 26
6808.143041 27
5495.800327 28
9840.471334 29
7632.998635 30
