#data counter step time
14.568946 1 29 28.6559452864
19.454614 2 35 36.3876858418
19.699313 3 46 45.0869990164
37.751595 4 90 69.1733515238
15.171987 5 98 71.6559452864
26.983997 6 116 79.6559452864
37.032413 7 150 108.086999016
29.716488 8 152 108.655945286
22.934816 9 154 111.173351524
37.544162 10 197 135.655945286
18.591758 11 209 141.086999016
28.241492 12 234 155.086999016
18.064296 13 255 166.756055109
31.835482 14 257 168.691759096
25.330944 15 265 175.086999016
26.917943 16 275 185.691759096
35.745953 17 290 192.655945286
37.060335 18 300 199.691759096
37.396241 19 324 211.756055109
26.211670 20 329 213.691759096
21.819260 21 337 225.756055109
45.254768 22 348 236.691759096
38.328445 23 357 245.924815516
37.156699 24 386 263.08151409
32.601121 25 416 281.682635358
8.134684 26 458 304.840723654
21.377806 27 467 316.706039918
17.721474 28 473 318.969422272
20.583661 29 495 332.840723654
34.000000 30 504 335.969422272
24.956951 31 525 346.840723654
21.320207 32 531 355.969422272
41.347116 33 536 358.706039918
24.533010 34 538 360.247948475
22.180856 35 545 366.840723654
28.197401 36 546 369.969422272
42.197391 37 548 370.328233597
31.052154 38 564 384.328233597
20.586903 39 568 386.706039918
27.109181 40 578 392.840723654
56.570201 41 600 406.706039918
31.992355 42 627 421.247948475
46.548583 43 637 426.706039918
36.921774 44 643 429.247948475
70.254882 45 668 444.328233597
40.284767 46 677 449.247948475
29.095393 47 700 466.247948475
36.424680 48 721 479.840723654
44.281890 49 726 481.328233597
93.999819 50 802 528.840723654
37.323858 51 856 557.247948475
35.353931 52 870 565.706039918
51.403787 53 897 577.328233597
81.756164 54 927 596.247948475
60.094367 55 971 620.328233597
38.104544 56 974 620.840723654
84.847380 57 988 631.840723654
41.259241 58 991 634.328233597
82.146518 59 995 642.706039918
161.448373 60 997 642.840723654
78.325080 61 1007 650.247948475
65.619436 62 1065 681.840723654
217.897754 63 1077 692.706039918
121.641257 64 1081 694.840723654
44.766883 65 1093 703.840723654
254.451284 66 1103 714.328233597
235.207816 67 1110 716.840723654
112.279232 68 1119 725.840723654
93.197550 69 1130 731.706039918
287.450793 70 1165 754.706039918
116.476982 71 1175 761.840723654
286.318833 72 1180 765.840723654
221.938712 73 1182 766.328233597
49.120384 74 1216 783.328233597
103.851285 75 1240 795.840723654
130.060943 76 1250 800.328233597
93.331334 77 1284 821.706039918
307.112875 78 1285 822.840723654
275.573265 79 1303 831.840723654
36.765660 80 1369 877.840723654
315.632379 81 1370 879.328233597
121.241750 82 1374 880.328233597
50.811996 83 1376 880.706039918
277.527642 84 1384 890.328233597
99.703753 85 1390 893.328233597
76.789640 86 1396 897.706039918
240.211952 87 1400 900.328233597
72.271111 88 1405 901.328233597
119.478509 89 1425 911.328233597
37.100113 90 1485 947.328233597
97.732271 91 1491 949.328233597
175.839971 92 1502 955.328233597
32.541716 93 1509 960.328233597
165.295916 94 1519 968.706039918
191.270572 95 1605 1019.3282336
267.567201 96 1622 1033.3282336
165.187650 97 1647 1050.3282336
79.893239 98 1656 1058.3282336
272.111371 99 1662 1064.3282336
48.386182 100 1665 1069.3282336
92.779004 101 1674 1078.3282336
121.659933 102 1682 1084.3282336
332.953603 103 1708 1098.3282336
158.693180 104 1732 1109.3282336
147.289177 105 1755 1121.3282336
276.474714 106 1766 1130.3282336
282.838319 107 1770 1132.3282336
240.294851 108 1800 1153.3282336
40.558736 109 1803 1157.3282336
197.583026 110 1820 1170.3282336
121.891019 111 1828 1174.3282336
296.218757 112 1843 1184.3282336
235.131025 113 1869 1201.3282336
122.014379 114 1901 1218.3282336
117.409972 115 1934 1238.3282336
564.258267 116 1940 1244.3282336
665.564211 117 1951 1250.3282336
62.973770 118 1952 1250.3282336
310.060098 119 1958 1255.3282336
293.972870 120 1966 1258.3282336
61.122603 121 2026 1296.3282336
314.939977 122 2035 1302.3282336
294.376143 123 2039 1305.3282336
211.347965 124 2071 1319.3282336
293.105189 125 2075 1321.3282336
457.102447 126 2093 1330.3282336
74.577177 127 2097 1331.3282336
101.066088 128 2119 1347.3282336
408.207606 129 2128 1354.3282336
447.550319 130 2149 1369.3282336
739.143226 131 2156 1371.3282336
50.887671 132 2169 1379.3282336
27.983156 133 2195 1393.3282336
412.074560 134 2216 1407.3282336
534.726749 135 2231 1419.3282336
123.622552 136 2288 1450.3282336
80.952619 137 2298 1456.3282336
60.074517 138 2301 1463.3282336
73.579302 139 2306 1469.3282336
103.504681 140 2309 1474.3282336
33.324913 141 2313 1476.3282336
155.830174 142 2330 1487.3282336
201.423028 143 2344 1492.3282336
340.518131 144 2369 1507.3282336
366.726487 145 2378 1512.3282336
175.149724 146 2379 1513.3282336
506.237085 147 2391 1521.3282336
44.002238 148 2403 1528.3282336
394.464122 149 2410 1532.3282336
536.322243 150 2413 1533.3282336
318.247350 151 2425 1538.3282336
446.091342 152 2476 1566.3282336
452.050316 153 2488 1574.3282336
148.882101 154 2517 1588.3282336
227.740623 155 2547 1605.3282336
81.968863 156 2550 1606.3282336
55.057395 157 2553 1613.3282336
198.565853 158 2563 1619.3282336
72.604006 159 2572 1624.3282336
131.327990 160 2593 1638.3282336
112.484703 161 2614 1655.3282336
54.459078 162 2665 1683.3282336
465.906517 163 2713 1708.3282336
68.264296 164 2734 1722.3282336
60.286038 165 2740 1726.3282336
588.557335 166 2798 1760.3282336
87.779420 167 2803 1762.3282336
166.038321 168 2807 1767.3282336
369.010934 169 2828 1790.3282336
113.526411 170 2831 1791.3282336
290.862478 171 2834 1793.3282336
252.354483 172 2857 1810.3282336
418.013200 173 2902 1834.3282336
505.728029 174 2907 1835.3282336
21.297075 175 2926 1846.3282336
360.957013 176 2932 1849.3282336
547.962790 177 2963 1868.3282336
271.983394 178 2991 1887.3282336
184.413158 179 3001 1891.3282336
267.641430 180 3007 1895.3282336
220.142570 181 3016 1901.3282336
121.277154 182 3020 1905.3282336
