#data counter
37.754452 1
35.672793 2
33.936777 3
32.066420 4
48.684325 5
41.535378 6
34.863026 7
37.533635 8
34.963088 9
39.487698 10
48.631166 11
41.193203 12
34.096658 13
39.594793 14
45.876181 15
37.955968 16
31.891284 17
41.615059 18
34.718358 19
37.163191 20
36.737873 21
41.089555 22
36.518926 23
36.663118 24
38.960781 25
43.648104 26
43.142410 27
33.045866 28
37.673538 29
46.833269 30
