#data counter
0.163331 1
0.153404 2
0.176164 3
0.206269 4
0.192023 5
0.211126 6
0.151335 7
0.164590 8
0.174483 9
0.185853 10
0.247250 11
0.187708 12
0.130268 13
0.168818 14
0.280893 15
0.181118 16
0.166328 17
0.178380 18
0.206782 19
0.159366 20
0.150905 21
0.165224 22
0.177501 23
0.175780 24
0.202464 25
0.128672 26
0.155824 27
0.184156 28
0.154294 29
0.183556 30
