#data counter
0.404142 1
0.391668 2
0.419719 3
0.454168 4
0.438204 5
0.459485 6
0.389018 7
0.405697 8
0.417711 9
0.431107 10
0.497243 11
0.433253 12
0.360927 13
0.410875 14
0.529993 15
0.425579 16
0.407833 17
0.422350 18
0.454733 19
0.399206 20
0.388464 21
0.406477 22
0.421309 23
0.419261 24
0.449960 25
0.358709 26
0.394746 27
0.429134 28
0.392803 29
0.428434 30
