#data counter
0.144320 1
0.138647 2
0.151901 3
0.136923 4
0.142776 5
0.140773 6
0.141502 7
0.150697 8
0.150172 9
0.145176 10
0.136918 11
0.148852 12
0.145081 13
0.146196 14
0.139929 15
0.136255 16
0.136627 17
0.140304 18
0.147324 19
0.141709 20
0.139333 21
0.134536 22
0.151686 23
0.157039 24
0.147353 25
0.139916 26
0.139922 27
0.142579 28
0.138345 29
0.145989 30
