#data counter step time
0 1 0 0.0
1 2 1 0.0
2 3 12 2.51207426987
1 4 16 19.5120742699
2 5 17 38.118008635
3 6 19 40.4977792855
4 7 21 46.8526466751
5 8 23 48.3990209441
4 9 31 60.4977792855
3 10 32 61.118008635
2 11 35 68.3990209441
1 12 36 69.8526466751
2 13 37 74.9069732865
3 14 41 78.9640103465
2 15 43 85.9069732865
1 16 46 92.9640103465
2 17 47 102.68737948
3 18 49 112.350931136
4 19 53 113.740755328
5 20 55 118.961453069
4 21 57 119.68737948
5 22 61 123.222835145
4 23 65 127.740755328
5 24 66 128.115610241
4 25 72 133.740755328
3 26 73 135.350931136
4 27 74 136.208713998
3 28 76 139.115610241
2 29 79 141.961453069
3 30 80 146.752713133
2 31 82 150.208713998
3 32 83 150.25309361
4 33 85 152.571288879
3 34 89 158.25309361
4 35 94 164.413213926
3 36 98 166.752713133
2 37 99 172.571288879
1 38 100 178.413213926
2 39 101 180.423980516
3 40 103 184.633058348
4 41 109 195.003172788
3 42 111 198.633058348
2 43 112 200.423980516
3 44 115 206.274054866
2 45 117 209.003172788
3 46 118 211.813409164
4 47 124 218.029666518
5 48 126 218.949832275
4 49 130 220.274054866
3 50 131 225.813409164
4 51 134 228.279942542
3 52 136 229.029666518
2 53 137 229.949832275
3 54 138 232.512612634
4 55 140 234.973493547
5 56 144 238.290245672
6 57 146 240.946310611
5 58 154 245.279942542
6 59 155 247.291935159
7 60 157 248.951983453
6 61 158 248.973493547
5 62 160 249.512612634
4 63 163 252.290245672
5 64 164 252.988717483
6 65 166 253.935593345
7 66 171 254.207206477
6 67 172 260.946310611
7 68 175 262.681943194
6 69 179 267.291935159
5 70 185 273.681943194
4 71 186 274.973493547
3 72 187 275.988717483
4 73 188 276.035115142
3 74 190 276.935593345
4 75 191 280.245623544
3 76 193 282.935593345
4 77 196 288.351104125
5 78 198 288.777254432
4 79 202 294.245623544
5 80 205 297.164860379
4 81 207 299.351104125
3 82 208 302.035115142
4 83 213 306.874664933
3 84 217 308.777254432
2 85 218 311.164860379
3 86 219 311.77652374
2 87 223 317.874664933
3 88 224 319.242899282
4 89 226 321.967979452
3 90 230 325.77652374
4 91 234 326.336113891
5 92 235 327.504777399
6 93 237 328.710654634
5 94 239 329.967979452
4 95 240 330.242899282
5 96 243 331.662428271
4 97 245 335.504777399
5 98 250 341.648453428
4 99 256 345.662428271
3 100 257 345.710654634
2 101 258 346.336113891
1 102 259 352.648453428
2 103 261 355.404141996
3 104 262 355.561286417
4 105 266 361.88806787
3 106 272 369.404141996
2 107 273 372.88806787
3 108 274 375.071629053
2 109 276 375.561286417
1 110 279 383.071629053
2 111 280 384.13451704
3 112 282 389.728496073
4 113 284 392.162008112
3 114 288 398.13451704
4 115 291 401.249451914
5 116 295 405.417243109
6 117 299 408.397476021
5 118 303 412.728496073
6 119 305 415.047034256
5 120 306 415.162008112
6 121 310 417.685157311
5 122 312 418.249451914
6 123 313 420.02019793
5 124 315 422.397476021
4 125 318 425.397476021
5 126 321 427.841984297
4 127 323 428.417243109
3 128 324 428.685157311
4 129 325 429.71411543
5 130 327 431.256209928
6 131 333 435.322926086
7 132 335 436.929287575
6 133 336 437.02019793
5 134 338 437.71411543
4 135 345 444.841984297
3 136 346 448.02019793
2 137 347 449.322926086
3 138 348 453.207996284
2 139 350 454.256209928
1 140 353 464.207996284
2 141 354 466.326482116
1 142 358 477.326482116
2 143 360 477.543723676
3 144 361 481.424997413
