#data counter step time
27.586081 1 30 30.7788287237
37.907124 2 43 59.4243584291
28.131743 3 226 342.505041912
30.954110 4 247 362.459151761
31.306161 5 327 460.83570219
48.064067 6 350 488.899769431
29.172080 7 357 502.04251073
35.480643 8 427 615.324406895
31.774450 9 531 733.381350634
41.951331 10 552 761.381350634
70.268524 11 602 811.183832486
56.665682 12 618 834.566721533
31.438289 13 638 848.183832486
36.979447 14 669 886.566721533
46.413265 15 679 909.17067651
44.506166 16 709 936.676842723
29.288177 17 711 937.17067651
28.641308 18 717 947.676842723
28.028332 19 775 1034.46474272
32.601749 20 809 1084.71066477
61.091579 21 823 1118.48977838
25.144867 22 932 1228.14386542
41.941489 23 939 1232.18383249
36.667514 24 966 1259.1606763
27.390787 25 1004 1306.68493418
25.009356 26 1020 1334.36148605
61.994388 27 1099 1465.91512073
42.472975 28 1111 1479.91512073
53.450670 29 1115 1487.17842295
30.561132 30 1148 1527.14386542
122.217528 31 1150 1527.17842295
26.398743 32 1151 1530.14386542
41.905768 33 1152 1533.91512073
36.430369 34 1189 1596.20388641
32.090658 35 1201 1626.05680705
27.877298 36 1391 1846.66370303
35.862349 37 1401 1855.13480795
28.316304 38 1706 2162.50934231
43.461205 39 1731 2193.50934231
29.334016 40 1763 2233.81931096
55.218319 41 1764 2236.50934231
44.468889 42 1790 2250.81931096
27.961050 43 1810 2278.51030201
55.660789 44 1842 2344.40004752
28.413655 45 1878 2386.72114205
40.543835 46 1941 2485.64372683
68.272929 47 2284 2905.77208497
84.450683 48 2299 2915.9208061
56.304742 49 2316 2929.9208061
25.528903 50 2340 2949.79434666
30.593256 51 2380 2996.94903326
50.239589 52 2436 3072.01575372
37.410389 53 2512 3145.01575372
28.781462 54 2584 3228.44382118
27.123567 55 2715 3437.80267472
26.539832 56 2747 3487.31475982
34.222303 57 2815 3564.4372758
46.135123 58 2873 3686.19934547
30.517708 59 3047 3881.23135677
28.793342 60 3124 4003.94522902
38.014475 61 3140 4058.2885125
27.520591 62 3214 4180.58123621
35.037103 63 3293 4332.33850777
52.103159 64 3336 4403.24674476
80.149553 65 3344 4408.61321903
64.064955 66 3389 4486.3625432
73.832909 67 3397 4497.3625432
50.152287 68 3406 4514.3625432
26.795139 69 3445 4550.61321903
61.412432 70 3447 4551.3625432
134.305636 71 3457 4568.3625432
40.062055 72 3468 4582.3625432
38.193811 73 3473 4587.97724006
68.474627 74 3476 4591.3625432
30.682472 75 3510 4636.71831988
57.168964 76 3517 4645.84703012
35.758969 77 3558 4696.44024909
36.102062 78 3577 4721.36355486
29.433718 79 3653 4805.25425306
43.224379 80 3655 4805.25425306
42.266767 81 3661 4810.80457272
38.739054 82 3695 4848.71729014
52.737613 83 3700 4854.71729014
35.732088 84 3729 4879.39344153
64.788988 85 3761 4957.56538701
32.401937 86 3781 4993.0524002
31.206886 87 3816 5050.90821176
40.628266 88 3862 5117.19919465
35.081048 89 3863 5117.19919465
27.481451 90 3873 5127.57092876
29.516661 91 3924 5175.90378387
30.159321 92 4002 5305.98152401
32.473961 93 4020 5333.45548462
25.381775 94 4065 5398.65182467
48.630242 95 4137 5561.28984478
43.494860 96 4156 5612.02109508
26.726669 97 4334 5868.71896651
33.079924 98 4435 6001.28564805
45.988040 99 4499 6062.98935426
30.947101 100 4558 6157.23462104
41.280453 101 4641 6273.92780729
43.738087 102 4709 6380.48394916
37.121885 103 4928 6757.78083943
53.136168 104 5004 6851.79883441
55.578005 105 5006 6853.9249697
43.929325 106 5016 6864.95805227
